															0	1	2	3	4	5	6	7	8	9	A	B	C	D	E	F	EOC!
LVDS	LVDSB_DN_APAD	NO	X		114	YES	F	"0: LVDSB_DN,<AO>,<HS>
3: TCON_bit5,<O>
F: MIS_GPIO_bit56,<I/O>
def: MIS_GPIO_bit56,<I/O>"	0x1800_0898[3:0]			"IO_Set:         0x1801BC04[24]  
GPO_Set:      0x1801BC18[24]  
GPI_Read:    0x1801BC2C[24] "		"MIS_GPIO_bit56,<I/O>"	"LVDSB_DN,<AO>,<HS>"	X	X	"TCON_bit5,<O>"	X	X	X	X	X	X	X	X	X	X	X	"MIS_GPIO_bit56,<I/O>"	EOC!
LVDS	LVDSB_CP_APAD	NO	X	67	115	YES	F	"0: LVDSB_CP,<AO>,<HS>
2: TTL_rout_bit5,<O>,<HS>
3: TCON_bit6,<O>
6: P_HIF_Data_bit10,<I/O>
E: test_en_bit15,<I/O>
F: MIS_GPIO_bit57,<I/O>
def: MIS_GPIO_bit57,<I/O>"	0x1800_089c[31:28]			"IO_Set:         0x1801BC04[25]  
GPO_Set:      0x1801BC18[25]  
GPI_Read:    0x1801BC2C[25] "		"MIS_GPIO_bit57,<I/O>"	"LVDSB_CP,<AO>,<HS>"	X	"TTL_rout_bit5,<O>,<HS>"	"TCON_bit6,<O>"	X	X	"P_HIF_Data_bit10,<I/O>"	X	X	X	X	X	X	X	"test_en_bit15,<I/O>"	"MIS_GPIO_bit57,<I/O>"	EOC!
LVDS	LVDSB_CN_APAD	NO	X	68	116	YES	F	"0: LVDSB_CN,<AO>,<HS>
2: TTL_rout_bit4,<O>,<HS>
3: TCON_bit7,<O>
6: P_HIF_Data_bit11,<I/O>
E: test_en_bit16,<I/O>
F: MIS_GPIO_bit58,<I/O>
def: MIS_GPIO_bit58,<I/O>"	0x1800_089c[27:24]			"IO_Set:         0x1801BC04[26]  
GPO_Set:      0x1801BC18[26]  
GPI_Read:    0x1801BC2C[26] "		"MIS_GPIO_bit58,<I/O>"	"LVDSB_CN,<AO>,<HS>"	X	"TTL_rout_bit4,<O>,<HS>"	"TCON_bit7,<O>"	X	X	"P_HIF_Data_bit11,<I/O>"	X	X	X	X	X	X	X	"test_en_bit16,<I/O>"	"MIS_GPIO_bit58,<I/O>"	EOC!
LVDS	LVDSB_BP_APAD	NO	X	69	117	YES	F	"0: LVDSB_BP,<AO>,<HS>
2: TTL_rout_bit3,<O>,<HS>
3: TCON_bit8,<O>
6: P_HIF_Data_bit12,<I/O>
E: test_en_bit17,<I/O>
F: MIS_GPIO_bit59,<I/O>
def: MIS_GPIO_bit59,<I/O>"	0x1800_089c[23:20]			"IO_Set:         0x1801BC04[27]  
GPO_Set:      0x1801BC18[27]  
GPI_Read:    0x1801BC2C[27] "		"MIS_GPIO_bit59,<I/O>"	"LVDSB_BP,<AO>,<HS>"	X	"TTL_rout_bit3,<O>,<HS>"	"TCON_bit8,<O>"	X	X	"P_HIF_Data_bit12,<I/O>"	X	X	X	X	X	X	X	"test_en_bit17,<I/O>"	"MIS_GPIO_bit59,<I/O>"	EOC!
LVDS	LVDSB_BN_APAD	NO	X	70	118	YES	F	"0: LVDSB_BN,<AO>,<HS>
2: TTL_rout_bit2,<O>,<HS>
3: TCON_bit9,<O>
6: P_HIF_Data_bit13,<I/O>
E: test_en_bit18,<I/O>
F: MIS_GPIO_bit60,<I/O>
def: MIS_GPIO_bit60,<I/O>"	0x1800_089c[19:16]			"IO_Set:         0x1801BC04[28]  
GPO_Set:      0x1801BC18[28]  
GPI_Read:    0x1801BC2C[28] "		"MIS_GPIO_bit60,<I/O>"	"LVDSB_BN,<AO>,<HS>"	X	"TTL_rout_bit2,<O>,<HS>"	"TCON_bit9,<O>"	X	X	"P_HIF_Data_bit13,<I/O>"	X	X	X	X	X	X	X	"test_en_bit18,<I/O>"	"MIS_GPIO_bit60,<I/O>"	EOC!
LVDS	LVDSB_AP_APAD	NO	X	71	119	YES	F	"0: LVDSB_AP,<AO>,<HS>
2: TTL_rout_bit1,<O>,<HS>
3: TCON_bit10,<O>
6: P_HIF_Data_bit14,<I/O>
E: test_en_bit19,<I/O>
F: MIS_GPIO_bit61,<I/O>
def: MIS_GPIO_bit61,<I/O>"	0x1800_089c[15:12]			"IO_Set:         0x1801BC04[29]  
GPO_Set:      0x1801BC18[29]  
GPI_Read:    0x1801BC2C[29] "		"MIS_GPIO_bit61,<I/O>"	"LVDSB_AP,<AO>,<HS>"	X	"TTL_rout_bit1,<O>,<HS>"	"TCON_bit10,<O>"	X	X	"P_HIF_Data_bit14,<I/O>"	X	X	X	X	X	X	X	"test_en_bit19,<I/O>"	"MIS_GPIO_bit61,<I/O>"	EOC!
LVDS	LVDSB_AN_APAD	NO	X	72	120	YES	F	"0: LVDSB_AN,<AO>,<HS>
2: TTL_rout_bit0,<O>,<HS>
3: TCON_bit11,<O>
6: P_HIF_Data_bit15,<I/O>
E: test_en_bit20,<I/O>
F: MIS_GPIO_bit62,<I/O>
def: MIS_GPIO_bit62,<I/O>"	0x1800_089c[11:8]			"IO_Set:         0x1801BC04[30]  
GPO_Set:      0x1801BC18[30]  
GPI_Read:    0x1801BC2C[30] "		"MIS_GPIO_bit62,<I/O>"	"LVDSB_AN,<AO>,<HS>"	X	"TTL_rout_bit0,<O>,<HS>"	"TCON_bit11,<O>"	X	X	"P_HIF_Data_bit15,<I/O>"	X	X	X	X	X	X	X	"test_en_bit20,<I/O>"	"MIS_GPIO_bit62,<I/O>"	EOC!
GPIO	PAD_GPIO_63	NO	NO		121	YES	F	"1: PCMCIA_ADDR_bit10,<OD>,<HS>
3: TCON_bit12,<O>
5: I2C1_SCL_SRC4,<I/O>
6: SC_SCLK,<O>
8: uart1_rxdi_src2,<I>
9: uart3_rxdi_src2,<I>
B: I2S_out_Data0,<O>
C: misc_uni_pwm3,<O>
F: MIS_GPIO_bit63,<I/O>
def: MIS_GPIO_bit63,<I/O>"	0x1800_0840[31:28]	"5: 0xb800_08C0[9:6] = 0x4
8: 0xb800_08C0[3:2] = 0x2
9: 0xb800_08C0[5:4] = 0x2"	C: 0xb800_08CC[14:12] = 0x0~7	"IO_Set:         0x1801BC04[31]  
GPO_Set:      0x1801BC18[31]  
GPI_Read:    0x1801BC2C[31] "		"MIS_GPIO_bit63,<I/O>"	X	"PCMCIA_ADDR_bit10,<OD>,<HS>"	X	"TCON_bit12,<O>"	X	"I2C1_SCL_SRC4,<I/O>"	"SC_SCLK,<O>"	X	"uart1_rxdi_src2,<I>"	"uart3_rxdi_src2,<I>"	X	"I2S_out_Data0,<O>"	"misc_uni_pwm3,<O>"	X	X	"MIS_GPIO_bit63,<I/O>"	EOC!
GPIO	PAD_GPIO_64	NO	NO		122	YES	F	"1: PCMCIA_ADDR_bit11,<OD>,<HS>
3: TCON_bit13,<O>
5: I2C1_SDA_SRC4,<I/O>
6: SC_CD_SRC0,<I>
8: uart1_txdo,<O>
9: uart3_txdo,<O>
B: I2S_out_SCLK,<O>
F: MIS_GPIO_bit64,<I/O>
def: MIS_GPIO_bit64,<I/O>"	0x1800_0840[23:20]	"5: 0xb800_08C0[9:6] = 0x4
6: 0xb800_08C4[27:24] = 0x0
8: 0xb800_08C0[3:2] = 0x2
9: 0xb800_08C0[5:4] = 0x2
"		"IO_Set:        0x1801BC08[0]  
GPO_Set:     0x1801BC1C[0]  
GPI_Read:   0x1801BC30[0] "		"MIS_GPIO_bit64,<I/O>"	X	"PCMCIA_ADDR_bit11,<OD>,<HS>"	X	"TCON_bit13,<O>"	X	"I2C1_SDA_SRC4,<I/O>"	"SC_CD_SRC0,<I>"	X	"uart1_txdo,<O>"	"uart3_txdo,<O>"	X	"I2S_out_SCLK,<O>"	X	X	X	"MIS_GPIO_bit64,<I/O>"	EOC!
GPIO	PAD_GPIO_65	NO	NO		124	YES	F	"1: PCMCIA_ADDR_bit9,<OD>,<HS>
3: TCON_bit14,<O>
6: SC_DATA_SRC0,<I/O>
9: uart3_cts_n,<I>
B: I2S_out_WCLK,<O>
F: MIS_GPIO_bit65,<I/O>
def: MIS_GPIO_bit65,<I/O>"	0x1800_0840[15:12]	6: 0xb800_08C4[27:24] = 0x0		"IO_Set:        0x1801BC08[1]  
GPO_Set:     0x1801BC1C[1]  
GPI_Read:   0x1801BC30[1] "		"MIS_GPIO_bit65,<I/O>"	X	"PCMCIA_ADDR_bit9,<OD>,<HS>"	X	"TCON_bit14,<O>"	X	X	"SC_DATA_SRC0,<I/O>"	X	X	"uart3_cts_n,<I>"	X	"I2S_out_WCLK,<O>"	X	X	X	"MIS_GPIO_bit65,<I/O>"	EOC!
GPIO	PAD_GPIO_66	NO	NO		125	YES	F	"1: PCMCIA_ADDR_bit8,<OD>,<HS>
3: TCON_bit15,<O>
6: SC_RST,<O>
9: uart3_rts_n,<O>
B: I2S_out_MCLK,<O>
F: MIS_GPIO_bit66,<I/O>
def: MIS_GPIO_bit66,<I/O>"	0x1800_0840[7:4]			"IO_Set:        0x1801BC08[2]  
GPO_Set:     0x1801BC1C[2]  
GPI_Read:   0x1801BC30[2] "		"MIS_GPIO_bit66,<I/O>"	X	"PCMCIA_ADDR_bit8,<OD>,<HS>"	X	"TCON_bit15,<O>"	X	X	"SC_RST,<O>"	X	X	"uart3_rts_n,<O>"	X	"I2S_out_MCLK,<O>"	X	X	X	"MIS_GPIO_bit66,<I/O>"	EOC!
GPIO	PAD_GPIO_67	NO	NO		126	YES	F	"1: PCMCIA_ADDR_bit13,<OD>,<HS>
3: TCON_bit16,<O>
9: SPDIF_OUT,<O>
F: MIS_GPIO_bit67,<I/O>
def: MIS_GPIO_bit67,<I/O>"	0x1800_0844[31:28]			"IO_Set:        0x1801BC08[3]  
GPO_Set:     0x1801BC1C[3]  
GPI_Read:   0x1801BC30[3] "		"MIS_GPIO_bit67,<I/O>"	X	"PCMCIA_ADDR_bit13,<OD>,<HS>"	X	"TCON_bit16,<O>"	X	X	X	X	X	"SPDIF_OUT,<O>"	X	X	X	X	X	"MIS_GPIO_bit67,<I/O>"	EOC!
GPIO	PAD_GPIO_68	NO	NO		127	YES	F	"1: PCMCIA_ADDR_bit14,<OD>,<HS>
3: TCON_bit17,<O>
6: ETN_LED0,<O>
A: USB_PWR_CTRL0,<O>
F: MIS_GPIO_bit68,<I/O>
def: MIS_GPIO_bit68,<I/O>"	0x1800_0844[23:20]			"IO_Set:        0x1801BC08[4]  
GPO_Set:     0x1801BC1C[4]  
GPI_Read:   0x1801BC30[4] "		"MIS_GPIO_bit68,<I/O>"	X	"PCMCIA_ADDR_bit14,<OD>,<HS>"	X	"TCON_bit17,<O>"	X	X	"ETN_LED0,<O>"	X	X	X	"USB_PWR_CTRL0,<O>"	X	X	X	X	"MIS_GPIO_bit68,<I/O>"	EOC!
GPIO	PAD_GPIO_69	NO	NO		128	YES	F	"1: PCMCIA_ADDR_bit12,<OD>,<HS>
3: TCON_bit18,<O>
6: ETN_LED1,<O>
A: USB_PWR_CTRL1,<O>
F: MIS_GPIO_bit69,<I/O>
def: MIS_GPIO_bit69,<I/O>"	0x1800_0844[15:12]			"IO_Set:        0x1801BC08[5]  
GPO_Set:     0x1801BC1C[5]  
GPI_Read:   0x1801BC30[5] "		"MIS_GPIO_bit69,<I/O>"	X	"PCMCIA_ADDR_bit12,<OD>,<HS>"	X	"TCON_bit18,<O>"	X	X	"ETN_LED1,<O>"	X	X	X	"USB_PWR_CTRL1,<O>"	X	X	X	X	"MIS_GPIO_bit69,<I/O>"	EOC!
GPIO	PAD_GPIO_70	NO	NO			YES	F	"1: PCMCIA_ADDR_bit7,<OD>,<HS>
D: misc_pwm_0_out,<O>
F: MIS_GPIO_bit70,<I/O>
def: MIS_GPIO_bit70,<I/O>"	0x1800_0844[7:4]			"IO_Set:        0x1801BC08[6]  
GPO_Set:     0x1801BC1C[6]  
GPI_Read:   0x1801BC30[6] "	"Duty_Set:  0x1801BC8C = 0x00320063  
Div_Set:    0x1801BC88 = 0x800030A8  
EN_Set:     0x1801BC84 = 0x60000000"	"MIS_GPIO_bit70,<I/O>"	X	"PCMCIA_ADDR_bit7,<OD>,<HS>"	X	X	X	X	X	X	X	X	X	X	X	"misc_pwm_0_out,<O>"	X	"MIS_GPIO_bit70,<I/O>"	EOC!
GPIO	PAD_GPIO_71	NO	NO			YES	F	"1: PCMCIA_ADDR_bit6,<OD>,<HS>
D: misc_pwm_1_out,<O>
F: MIS_GPIO_bit71,<I/O>
def: MIS_GPIO_bit71,<I/O>"	0x1800_0848[31:28]			"IO_Set:        0x1801BC08[7]  
GPO_Set:     0x1801BC1C[7]  
GPI_Read:   0x1801BC30[7] "	"Duty_Set:  0x1801BC98 = 0x00320063  
Div_Set:    0x1801BC94 = 0x800030A8  
EN_Set:     0x1801BC90 = 0x60000000"	"MIS_GPIO_bit71,<I/O>"	X	"PCMCIA_ADDR_bit6,<OD>,<HS>"	X	X	X	X	X	X	X	X	X	X	X	"misc_pwm_1_out,<O>"	X	"MIS_GPIO_bit71,<I/O>"	EOC!
GPIO	PAD_GPIO_72	NO	NO			YES	F	"1: PCMCIA_ADDR_bit5,<OD>,<HS>
D: misc_pwm_2_out,<O>
F: MIS_GPIO_bit72,<I/O>
def: MIS_GPIO_bit72,<I/O>"	0x1800_0848[23:20]			"IO_Set:        0x1801BC08[8]  
GPO_Set:     0x1801BC1C[8]  
GPI_Read:   0x1801BC30[8] "	"Duty_Set:  0x1801BCA4 = 0x00320063  
Div_Set:    0x1801BCA0 = 0x800030A8  
EN_Set:     0x1801BC9C = 0x60000000"	"MIS_GPIO_bit72,<I/O>"	X	"PCMCIA_ADDR_bit5,<OD>,<HS>"	X	X	X	X	X	X	X	X	X	X	X	"misc_pwm_2_out,<O>"	X	"MIS_GPIO_bit72,<I/O>"	EOC!
GPIO	PAD_GPIO_73	NO	NO			YES	F	"1: PCMCIA_ADDR_bit4,<OD>,<HS>
D: misc_pwm_3_out,<O>
F: MIS_GPIO_bit73,<I/O>
def: MIS_GPIO_bit73,<I/O>"	0x1800_0848[15:12]			"IO_Set:        0x1801BC08[9]  
GPO_Set:     0x1801BC1C[9]  
GPI_Read:   0x1801BC30[9] "	"Duty_Set:  0x1801BCB0 = 0x00320063  
Div_Set:    0x1801BCAC = 0x800030A8  
EN_Set:     0x1801BCA8 = 0x60000000"	"MIS_GPIO_bit73,<I/O>"	X	"PCMCIA_ADDR_bit4,<OD>,<HS>"	X	X	X	X	X	X	X	X	X	X	X	"misc_pwm_3_out,<O>"	X	"MIS_GPIO_bit73,<I/O>"	EOC!
GPIO	PAD_GPIO_74	NO	NO			YES	F	"1: PCMCIA_ADDR_bit3,<OD>,<HS>
6: SC_SCLK,<O>
F: MIS_GPIO_bit74,<I/O>
def: MIS_GPIO_bit74,<I/O>"	0x1800_0848[7:4]			"IO_Set:        0x1801BC08[10]  
GPO_Set:     0x1801BC1C[10]  
GPI_Read:   0x1801BC30[10] "		"MIS_GPIO_bit74,<I/O>"	X	"PCMCIA_ADDR_bit3,<OD>,<HS>"	X	X	X	X	"SC_SCLK,<O>"	X	X	X	X	X	X	X	X	"MIS_GPIO_bit74,<I/O>"	EOC!
GPIO	PAD_GPIO_75	NO	NO			YES	F	"1: PCMCIA_ADDR_bit2,<OD>,<HS>
6: SC_CD_SRC1,<I>
F: MIS_GPIO_bit75,<I/O>
def: MIS_GPIO_bit75,<I/O>"	0x1800_084C[31:28]			"IO_Set:        0x1801BC08[11]  
GPO_Set:     0x1801BC1C[11]  
GPI_Read:   0x1801BC30[11] "		"MIS_GPIO_bit75,<I/O>"	X	"PCMCIA_ADDR_bit2,<OD>,<HS>"	X	X	X	X	"SC_CD_SRC1,<I>"	X	X	X	X	X	X	X	X	"MIS_GPIO_bit75,<I/O>"	EOC!
GPIO	PAD_GPIO_76	NO	NO			YES	F	"1: PCMCIA_ADDR_bit1,<OD>,<HS>
6: SC_DATA_SRC1,<I/O>
F: MIS_GPIO_bit76,<I/O>
def: MIS_GPIO_bit76,<I/O>"	0x1800_084C[23:20]			"IO_Set:        0x1801BC08[12]  
GPO_Set:     0x1801BC1C[12]  
GPI_Read:   0x1801BC30[12] "		"MIS_GPIO_bit76,<I/O>"	X	"PCMCIA_ADDR_bit1,<OD>,<HS>"	X	X	X	X	"SC_DATA_SRC1,<I/O>"	X	X	X	X	X	X	X	X	"MIS_GPIO_bit76,<I/O>"	EOC!
GPIO	PAD_GPIO_77	NO	NO			YES	F	"1: PCMCIA_ADDR_bit0,<OD>,<HS>
6: SC_RST,<O>
F: MIS_GPIO_bit77,<I/O>
def: MIS_GPIO_bit77,<I/O>"	0x1800_084C[15:12]			"IO_Set:        0x1801BC08[13]  
GPO_Set:     0x1801BC1C[13]  
GPI_Read:   0x1801BC30[13] "		"MIS_GPIO_bit77,<I/O>"	X	"PCMCIA_ADDR_bit0,<OD>,<HS>"	X	X	X	X	"SC_RST,<O>"	X	X	X	X	X	X	X	X	"MIS_GPIO_bit77,<I/O>"	EOC!
GPIO	PAD_GPIO_78	NO	YES			YES	F	"1: PCMCIA_INPACK_N,<I>,<HS>
F: MIS_GPIO_bit78,<I/O>
def: MIS_GPIO_bit78,<I/O>"	0x1800_084C[7:4]			"IO_Set:        0x1801BC08[14]  
GPO_Set:     0x1801BC1C[14]  
GPI_Read:   0x1801BC30[14] "		"MIS_GPIO_bit78,<I/O>"	X	"PCMCIA_INPACK_N,<I>,<HS>"	X	X	X	X	X	X	X	X	X	X	X	X	X	"MIS_GPIO_bit78,<I/O>"	EOC!
JD_TOP	LSADC4_APAD	YES	X		153	YES	F	"3: TCON_bit3,<O>
C: LSADC4,<AI>
F: ISO_MIS_GPIO_bit18,<I/O>
def: ISO_MIS_GPIO_bit18,<I/O>"	0x1800_0208[19:16]			"IO_Set:        0x18061100[18]
GPO_Set:     0x18061108[18]
GPI_Read:   0x18061110[18]"		"ISO_MIS_GPIO_bit18,<I/O>"	X	X	X	"TCON_bit3,<O>"	X	X	X	X	X	X	X	X	"LSADC4,<AI>"	X	X	"ISO_MIS_GPIO_bit18,<I/O>"	EOC!
JD_TOP	LSADC2_APAD	YES	X	88	154	YES	F	"3: TCON_bit2,<O>
B: I2S_in_Data0_SRC1,<I>
C: LSADC2,<AI>
F: ISO_MIS_GPIO_bit17,<I/O>
def: ISO_MIS_GPIO_bit17,<I/O>"	0x1800_0208[11:8]			"IO_Set:        0x18061100[17]
GPO_Set:     0x18061108[17]
GPI_Read:   0x18061110[17]"		"ISO_MIS_GPIO_bit17,<I/O>"	X	X	X	"TCON_bit2,<O>"	X	X	X	X	X	X	X	"I2S_in_Data0_SRC1,<I>"	"LSADC2,<AI>"	X	X	"ISO_MIS_GPIO_bit17,<I/O>"	EOC!
JD_TOP	LSADC1_APAD	YES	X	89	155	YES	F	"3: TCON_bit1,<O>
C: LSADC1,<AI>
F: ISO_MIS_GPIO_bit16,<I/O>
def: ISO_MIS_GPIO_bit16,<I/O>"	0x1800_0208[7:4]			"IO_Set:        0x18061100[16]
GPO_Set:     0x18061108[16]
GPI_Read:   0x18061110[16]"		"ISO_MIS_GPIO_bit16,<I/O>"	X	X	X	"TCON_bit1,<O>"	X	X	X	X	X	X	X	X	"LSADC1,<AI>"	X	X	"ISO_MIS_GPIO_bit16,<I/O>"	EOC!
JD_TOP	LSADC0_APAD	YES	X	90	156	YES	F	"3: TCON_bit0,<O>
C: LSADC0,<AI>
F: ISO_MIS_GPIO_bit15,<I/O>
def: ISO_MIS_GPIO_bit15,<I/O>"	0x1800_0208[3:0]			"IO_Set:        0x18061100[15]
GPO_Set:     0x18061108[15]
GPI_Read:   0x18061110[15]"		"ISO_MIS_GPIO_bit15,<I/O>"	X	X	X	"TCON_bit0,<O>"	X	X	X	X	X	X	X	X	"LSADC0,<AI>"	X	X	"ISO_MIS_GPIO_bit15,<I/O>"	EOC!
JD_TOP	LSADC_REF_APAD	YES	X	91	157	YES	F	"3: TCON_bit19,<O>
C: LSADC_REF,<AI>
F: ISO_MIS_GPIO_bit14,<I/O>
def: ISO_MIS_GPIO_bit14,<I/O>"	0x1800_0210[31:28]			"IO_Set:        0x18061100[14]
GPO_Set:     0x18061108[14]
GPI_Read:   0x18061110[14]"		"ISO_MIS_GPIO_bit14,<I/O>"	X	X	X	"TCON_bit19,<O>"	X	X	X	X	X	X	X	X	"LSADC_REF,<AI>"	X	X	"ISO_MIS_GPIO_bit14,<I/O>"	EOC!
ST_GPIO	PAD_ST_GPIO_0	YES	NO	95	161	YES	F	"2: ST_dbg_bit0,<I/O>
3: TCON_bit4,<O>
9: SPDIF_OUT,<O>
C: iso_misc_uni_pwm0,<O>
D: iso_misc_pwm_0,<O>
E: test_en_bit28,<I/O>
F: ISO_MIS_GPIO_bit0,<I/O>
def: ISO_MIS_GPIO_bit0,<I/O>"	0x1806_0230[31:28]		C: 0xb806_02A8[0] = 0x0~1	"IO_Set:        0x18061100[0]
GPO_Set:     0x18061108[0]
GPI_Read:   0x18061110[0]"	"Duty_Set:  0x1806118C = 0x00320063  
Div_Set:    0x18061188 = 0x800030A8  
EN_Set:     0x18061184 = 0x60000000 "	"ISO_MIS_GPIO_bit0,<I/O>"	X	X	"ST_dbg_bit0,<I/O>"	"TCON_bit4,<O>"	X	X	X	X	X	"SPDIF_OUT,<O>"	X	X	"iso_misc_uni_pwm0,<O>"	"iso_misc_pwm_0,<O>"	"test_en_bit28,<I/O>"	"ISO_MIS_GPIO_bit0,<I/O>"	EOC!
ST_GPIO	PAD_HDDC0_SDA	YES	YES	96	162	YES	F	"2: ST_dbg_bit1,<I/O>
3: DEMOD_I2C_DBG_SDA,<I/O>
4: HDDC0_SDA,<I/O>
5: I2C0_SDA_SRC0,<I/O>
8: uart0_txdo,<O>
9: uart1_txdo,<O>
D: iso_misc_pwm_1,<O>
E: test_en_bit21,<I/O>
F: ISO_MIS_GPIO_bit1,<I/O>
def: ISO_MIS_GPIO_bit1,<I/O>"	0x1806_0200[23:20]	5: 0xb806_02A0[5:2] = 0x0		"IO_Set:        0x18061100[1]  
GPO_Set:     0x18061108[1]  
GPI_Read:   0x18061110[1] "	"Duty_Set:  0x18061198 = 0x00320063  
Div_Set:    0x18061194 = 0x800030A8  
EN_Set:     0x18061190 = 0x60000000"	"ISO_MIS_GPIO_bit1,<I/O>"	X	X	"ST_dbg_bit1,<I/O>"	"DEMOD_I2C_DBG_SDA,<I/O>"	"HDDC0_SDA,<I/O>"	"I2C0_SDA_SRC0,<I/O>"	X	X	"uart0_txdo,<O>"	"uart1_txdo,<O>"	X	X	X	"iso_misc_pwm_1,<O>"	"test_en_bit21,<I/O>"	"ISO_MIS_GPIO_bit1,<I/O>"	EOC!
ST_GPIO	PAD_HDDC0_SCL	YES	YES	97	163	YES	F	"2: ST_dbg_bit2,<I/O>
3: DEMOD_I2C_DBG_SCL,<I>
4: HDDC0_SCL,<I>
5: I2C0_SCL_SRC0,<I/O>
8: uart0_rxdi_src0,<I>
9: uart1_rxdi_src3,<I>
D: iso_misc_pwm_0,<O>
E: test_en_bit22,<I/O>
F: ISO_MIS_GPIO_bit2,<I/O>
def: ISO_MIS_GPIO_bit2,<I/O>"	0x1806_0200[31:28]	"5: 0xb806_02A0[5:2] = 0x0
8: 0xb806_02A0[10:9] = 0x0
9: 0xb800_08C0[3:2] = 0x3 / 0xb806_02A0[15:14] = 0x0"		"IO_Set:        0x18061100[2]
GPO_Set:     0x18061108[2]
GPI_Read:   0x18061110[2]"	"Duty_Set:  0x1806118C = 0x00320063  
Div_Set:    0x18061188 = 0x800030A8  
EN_Set:     0x18061184 = 0x60000000 "	"ISO_MIS_GPIO_bit2,<I/O>"	X	X	"ST_dbg_bit2,<I/O>"	"DEMOD_I2C_DBG_SCL,<I>"	"HDDC0_SCL,<I>"	"I2C0_SCL_SRC0,<I/O>"	X	X	"uart0_rxdi_src0,<I>"	"uart1_rxdi_src3,<I>"	X	X	X	"iso_misc_pwm_0,<O>"	"test_en_bit22,<I/O>"	"ISO_MIS_GPIO_bit2,<I/O>"	EOC!
ST_GPIO	PAD_VDDC_SDA	YES	YES	99	165	YES	F	"2: ST_dbg_bit3,<I/O>
3: TCON_bit5,<O>
4: VDDC_SDA,<I/O>
5: I2C0_SDA_SRC1,<I/O>
8: uart0_txdo,<O>
9: uart1_txdo,<O>
D: iso_misc_pwm_1,<O>
E: test_en_bit23,<I/O>
F: ISO_MIS_GPIO_bit3,<I/O>
def: ISO_MIS_GPIO_bit3,<I/O>"	0x1806_0200[7:4]	5: 0xb806_02A0[5:2] = 0x1		"IO_Set:        0x18061100[2]
GPO_Set:     0x18061108[2]
GPI_Read:   0x18061110[3]"	"Duty_Set:  0x18061198 = 0x00320063  
Div_Set:    0x18061194 = 0x800030A8  
EN_Set:     0x18061190 = 0x60000000"	"ISO_MIS_GPIO_bit3,<I/O>"	X	X	"ST_dbg_bit3,<I/O>"	"TCON_bit5,<O>"	"VDDC_SDA,<I/O>"	"I2C0_SDA_SRC1,<I/O>"	X	X	"uart0_txdo,<O>"	"uart1_txdo,<O>"	X	X	X	"iso_misc_pwm_1,<O>"	"test_en_bit23,<I/O>"	"ISO_MIS_GPIO_bit3,<I/O>"	EOC!
ST_GPIO	PAD_VDDC_SCL	YES	YES	100	166	YES	F	"2: ST_dbg_bit4,<I/O>
3: TCON_bit6,<O>
4: VDDC_SCL,<I>
5: I2C0_SCL_SRC1,<I/O>
8: uart0_rxdi_src1,<I>
9: uart1_rxdi_src4,<I>
D: iso_misc_pwm_0,<O>
F: ISO_MIS_GPIO_bit4,<I/O>
def: ISO_MIS_GPIO_bit4,<I/O>"	0x1806_0200[15:12]	"5: 0xb806_02A0[5:2] = 0x1
8: 0xb806_02A0[10:9] = 0x1
9: 0xb800_08C0[3:2] = 0x3 / 0xb806_02A0[15:14] = 0x1"		"IO_Set:        0x18061100[4]
GPO_Set:     0x18061108[4]
GPI_Read:   0x18061110[4]"	"Duty_Set:  0x1806118C = 0x00320063  
Div_Set:    0x18061188 = 0x800030A8  
EN_Set:     0x18061184 = 0x60000000 "	"ISO_MIS_GPIO_bit4,<I/O>"	X	X	"ST_dbg_bit4,<I/O>"	"TCON_bit6,<O>"	"VDDC_SCL,<I>"	"I2C0_SCL_SRC1,<I/O>"	X	X	"uart0_rxdi_src1,<I>"	"uart1_rxdi_src4,<I>"	X	X	X	"iso_misc_pwm_0,<O>"	X	"ISO_MIS_GPIO_bit4,<I/O>"	EOC!
ST_GPIO	PAD_ST_GPIO_5	YES	NO	101	167	YES	F	"2: TTL_denout,<O>,<HS>
3: TCON_bit7,<O>
9: SPDIF_IN_SRC1,<I>
B: I2S_out_SCLK,<O>
D: iso_misc_pwm_1,<O>
F: ISO_MIS_GPIO_bit5,<I/O>
def: ISO_MIS_GPIO_bit5,<I/O>"	0x1806_0230[31:28]	9: 0xb800_08C0[1:0] = 0x1		"IO_Set:        0x18061100[5]
GPO_Set:     0x18061108[5]
GPI_Read:   0x18061110[5]"	"Duty_Set:  0x18061198 = 0x00320063  
Div_Set:    0x18061194 = 0x800030A8  
EN_Set:     0x18061190 = 0x60000000"	"ISO_MIS_GPIO_bit5,<I/O>"	X	X	"TTL_denout,<O>,<HS>"	"TCON_bit7,<O>"	X	X	X	X	X	"SPDIF_IN_SRC1,<I>"	X	"I2S_out_SCLK,<O>"	X	"iso_misc_pwm_1,<O>"	X	"ISO_MIS_GPIO_bit5,<I/O>"	EOC!
